image name,number of waste,Group
frame_01700_png_jpg.rf.9dbfa73a75f0a13c888ca2e230b18d84.jpg,1.0,under the water
frame_01700_png_jpg.rf.382b44a424e2ae59df785b8402701578.jpg,1.0,under the water
frame_01710_png.rf.231a9d3865afc30ef223c75bd7dda01f.jpg,4.0,under the water
frame_01710_png.rf.7dc1d3d1d6da60c14c2cf28a24fc1847.jpg,1.0,surface of the water
frame_01710_png_jpg.rf.0ab3654f0b71bbbd28161fa669d91167.jpg,1.0,under the water
frame_01710_png_jpg.rf.4ce8e2c04ec5f472a5c5ac073a5cf5a7.jpg,1.0,under the water
frame_01710_png_jpg.rf.e0ebec38b47fcd73da2b6577703bc232.jpg,1.0,surface of the water
frame_01725_png.rf.305b5aee4241db109bd9d95b8e8cb427.jpg,1.0,under the water
frame_01725_png.rf.97c01beb693beea268f9258833823874.jpg,1.0,under the water
frame_01725_png.rf.578091329f3ac01e3da4f83e2ca325a2.jpg,1.0,under the water
frame_01725_png_jpg.rf.01a550f3adbeb8865425176fc03d7c9a.jpg,1.0,under the water
frame_01725_png.rf.c202ea5e9963f602f3c38bfe229c1a1d.jpg,5.0,under the water
frame_01725_png_jpg.rf.37fdf1ca7e269223cd72244fe347da33.jpg,1.0,under the water
frame_01725_png_jpg.rf.7905191e7cd2f9ed7a238886295137e6.jpg,1.0,under the water
frame_01725_png_jpg.rf.4520a66b57cfcf96079ae403740c9887.jpg,1.0,surface of the water
frame_01725_png_jpg.rf.a90ea37bfb5327c971bdef5de34c2c5e.jpg,1.0,under the water
frame_01725_png_jpg.rf.b7a592793f24c949542acafc5dccdaa0.jpg,1.0,under the water
frame_01725_png_jpg.rf.cf9f35627ae8d2a1e12abc8ff1e5f56d.jpg,1.0,under the water
frame_01740_png_jpg.rf.2d4c8c28a0286e726d9f2a49adce59be.jpg,1.0,surface of the water
frame_01740_png_jpg.rf.518a1a7a582cefcebeb9d2284ed570c3.jpg,1.0,under the water
frame_01740_png_jpg.rf.cb0249acd349258b07c5bc8993d492b5.jpg,1.0,under the water
frame_01750_png_jpg.rf.01526ab2ebb771f79bfadcc36db55c08.jpg,1.0,under the water
frame_01750_png_jpg.rf.3367676fd359d0633e5aa0aab222b681.jpg,1.0,under the water
frame_01750_png_jpg.rf.4d0fa163df3d3b8ab985e3ec63d96099.jpg,4.0,under the water
frame_01750_png_jpg.rf.f8a056ee91d2c3078bc7f38d5c01077a.jpg,1.0,under the water
frame_01750_png_jpg.rf.fc9393df9299d165a7e66be4cf5e3a9f.jpg,1.0,under the water
frame_01750_png_jpg.rf.be10277b12b6a02198f880714a61a881.jpg,1.0,surface of the water
frame_01755_png.rf.0be51a590d496d8213bdea5cacdb08bf.jpg,6.0,under the water
frame_01755_png.rf.73655faf3f30759b09282ae9a4437ea3.jpg,1.0,under the water
frame_01755_png_jpg.rf.732fe7c4ea8a87ec2e64163bfd4346b3.jpg,1.0,under the water
frame_01770_png.rf.e39b48bf1beeae76e34045f463842c87.jpg,1.0,surface of the water
frame_01770_png.rf.efab3c420c94ab4746fc194fbcbce33f.jpg,1.0,under the water
frame_01770_png_jpg.rf.336d8f0265e7e0ae90d8be1523ffed12.jpg,1.0,surface of the water
frame_01770_png_jpg.rf.ac4edebc262def3934aa07bfcfd2adfd.jpg,1.0,under the water
frame_01775_png.rf.5df098a026f179b949caa1e812532cda.jpg,4.0,under the water
frame_01775_png.rf.b2e88f45e23c3028652eba42fc4c2e1e.jpg,1.0,under the water
frame_01775_png.rf.e52f82d48d0fb86d800c4d1aaa0b3f4d.jpg,1.0,under the water
frame_01775_png.rf.ea2e0c7ce3cdfeb29d085c24addccff4.jpg,1.0,under the water
frame_01775_png_jpg.rf.12441f036c440b0797f86a4bbdd845ea.jpg,1.0,under the water
frame_01775_png_jpg.rf.1a9b09b8bd8dbfbd019930a28481171b.jpg,1.0,under the water
frame_01775_png_jpg.rf.1b8202a82c9f1748e20cebafdf8e62e5.jpg,1.0,under the water
frame_01775_png_jpg.rf.503c5417d7ee4c82b350bb4e86d68508.jpg,1.0,under the water
frame_01775_png_jpg.rf.7ad5c3e871e16f7caaa10afa97897f6b.jpg,1.0,under the water
frame_01775_png_jpg.rf.8303d2e7c84997b469e7631b40ff135e.jpg,1.0,under the water
frame_01775_png_jpg.rf.d6bacf9ba80ca1b1fdb599f2c5420bd2.jpg,4.0,under the water
frame_01775_png_jpg.rf.f2a4729e1ab4e9cc15a77d9f98c9c2cb.jpg,1.0,under the water
frame_01785_png.rf.59fabc8de91691be3ea0a3f29b255075.jpg,1.0,under the water
frame_01785_png_jpg.rf.336ec02f02757c3325982bae756696b9.jpg,1.0,under the water
frame_01785_png_jpg.rf.20530f1a546f9a3254593fcc555c7b3d.jpg,1.0,under the water
frame_01785_png_jpg.rf.b3e82f7a2ae0187609219e095f34cdd2.jpg,1.0,under the water
frame_01785_png_jpg.rf.5013d953d60312cd52837922429001cc.jpg,1.0,under the water
frame_01800_png.rf.13c2bc96a1a7d1a7f3fc4281028d26e0.jpg,1.0,surface of the water
frame_01800_png.rf.40987b21fe53ebb08be31411289a5365.jpg,1.0,under the water
frame_01800_png.rf.736bd2744052b71dfdb3a9db5915fd7c.jpg,1.0,under the water
frame_01800_png_jpg.rf.04940121e844257ae05cec5c3aa258f0.jpg,1.0,under the water
frame_01800_png.rf.86adad389ee815fbc0152269fe111319.jpg,1.0,under the water
frame_01800_png_jpg.rf.0ff2110f3bba662da258a04454e1b761.jpg,1.0,under the water
frame_01800_png_jpg.rf.17a37b196694fe66f64dcfcc1a4cca4d.jpg,1.0,under the water
frame_01800_png_jpg.rf.64d028265f9e75a1476d726758db5001.jpg,1.0,under the water
frame_01800_png_jpg.rf.9c91c9c20ec33890febbb9569f6d437a.jpg,1.0,surface of the water
frame_01800_png_jpg.rf.50356c8a50860532d56bbeef90e8985f.jpg,1.0,under the water
frame_01800_png_jpg.rf.b3f0475a0feec1a0d2c512ec757f1a32.jpg,1.0,under the water
frame_01800_png_jpg.rf.cfa1cb5650d0de5856e3143856523af3.jpg,1.0,under the water
frame_01825_png.rf.0aca1508daf89fba850fd15f9a73e4ae.jpg,1.0,under the water
frame_01825_png.rf.090e5aa80db36384ee3d984a9d7abbaf.jpg,3.0,under the water
frame_01825_png.rf.cb6536f406fd74e55e593b88cad44cfc.jpg,1.0,under the water
frame_01825_png_jpg.rf.400879fc1f4d6b3b860a78d4c0c0a44c.jpg,3.0,under the water
frame_01825_png_jpg.rf.44fbee8b5efe12d53c1c751ad62a86b2.jpg,1.0,under the water
frame_01830_png.rf.e1fe5b6996d7dea7490d97e5e7d7b508.jpg,1.0,under the water
frame_01845_png.rf.28586b9faf4fc367fab99fb2d2499ed4.jpg,1.0,under the water
frame_01845_png.rf.3b51471336459967e7c7d7e1979ab6b5.jpg,1.0,under the water
frame_01845_png_jpg.rf.ba8cd55e8edd33add2e212af5e58976b.jpg,1.0,under the water
frame_01845_png_jpg.rf.a9367224440f1d8b604ede44f49415d4.jpg,1.0,under the water
frame_01850_png_jpg.rf.24dfeefaab683d5b99f6edf4cf927f66.jpg,2.0,under the water
frame_01850_png.rf.263974e9a927f7f1c01b00b692dfb707.jpg,1.0,under the water
frame_01850_png_jpg.rf.57ee30519eac930f05e49d55cf0fc2c7.jpg,1.0,under the water
frame_01850_png_jpg.rf.5da25371b82ab7b75f8ad9a8716e86ad.jpg,1.0,under the water
frame_01850_png_jpg.rf.5e7aee27c79ff60efc6ab97f83180644.jpg,1.0,under the water
frame_01850_png_jpg.rf.ddd5594f775c511fe20da75ce38bb15e.jpg,1.0,under the water
frame_01860_png.rf.3b5fc72e3449021d3b4e70fcffb137b6.jpg,1.0,surface of the water
frame_01860_png.rf.5ff6a4fb2a4ca47c2a6a889a33c023aa.jpg,5.0,under the water
frame_01860_png.rf.d835b5e9370dc69e381e54e5ccb46834.jpg,1.0,under the water
frame_01860_png_jpg.rf.3abc063307b8e16f5d7b1a42a407562a.jpg,1.0,surface of the water
frame_01860_png_jpg.rf.80d3a3e2bbd7dc29f94c4dc3a4ac2287.jpg,1.0,under the water
frame_01875_png.rf.3d4503e3ff21456db119e3d7812cf745.jpg,1.0,under the water
frame_01875_png.rf.af83e1bdd7a90dfde1a93d36f80d1e2c.jpg,1.0,surface of the water
frame_01875_png.rf.61705c050f5c2ab3cc98595cb27e8a95.jpg,4.0,under the water
frame_01875_png.rf.c25b192e9961901baf6973b16a63d82d.jpg,1.0,under the water
frame_01875_png_jpg.rf.473279be7e5aef2726321e3aee882716.jpg,1.0,surface of the water
frame_01875_png_jpg.rf.517220385cf10729769526a2d49d0567.jpg,1.0,under the water
frame_01875_png_jpg.rf.918757503d0f8a697df6f13098f317e0.jpg,1.0,under the water
frame_01875_png_jpg.rf.adb40fcc80b26af47920952ccb5b7041.jpg,1.0,surface of the water
frame_01890_png.rf.20d045c28690cc6b1a11f2138c672072.jpg,1.0,surface of the water
frame_01890_png_jpg.rf.b6ea575248fa7fa6083968d5cba1e7b9.jpg,1.0,under the water
frame_01890_png_jpg.rf.fb9aa64b1f153a6ea577603aa7a13b77.jpg,1.0,surface of the water
frame_01900_png.rf.132e875a59cb57181e3903c426970afd.jpg,1.0,surface of the water
frame_01900_png.rf.50bdbc4dd99bb04dbef45da395c18e26.jpg,2.0,under the water
frame_01900_png_jpg.rf.16f6f71901a6bd8ed61cbc8a66cb4724.jpg,2.0,under the water
frame_01900_png_jpg.rf.2c7a193fe190f62f464965afad48ce20.jpg,1.0,surface of the water
frame_01900_png_jpg.rf.2f7fef4f2848905120e88116a920d798.jpg,1.0,surface of the water
frame_01900_png_jpg.rf.b27ba4a42aae108156336dcbc486b5eb.jpg,2.0,under the water
frame_01905_png_jpg.rf.7e47c263135003b5832849962de2467e.jpg,1.0,surface of the water
frame_01920_png.rf.97dcd559e79a5c24827b2e9d2f5d83a6.jpg,1.0,under the water
frame_01920_png.rf.5276e6a1059b729e9be5272fc7dde38f.jpg,1.0,under the water
frame_01920_png_jpg.rf.1ec7efc56104965d0ddbc4e17e95213e.jpg,1.0,under the water
frame_01920_png_jpg.rf.43ef172423f5eb188f0a4d523c0e3e60.jpg,1.0,under the water
frame_01920_png_jpg.rf.ad09e05c898b38265587f3af810c0a16.jpg,1.0,under the water
frame_01925_png.rf.e0bee4b7e42442d0ecc600e731483685.jpg,1.0,surface of the water
frame_01935_png.rf.b51693f47c3e4ce7544404966c56a4f9.jpg,1.0,under the water
frame_01925_png_jpg.rf.6f233c7fffe443455533dd3c2f6182e8.jpg,1.0,under the water
frame_01925_png_jpg.rf.f64b80092974b1a67b6fecba5f5671a6.jpg,1.0,surface of the water
frame_01935_png.rf.eea477fafbce6dd8731f6b6350212a81.jpg,1.0,under the water
frame_01935_png_jpg.rf.ea8d659a4b3c5b175873df37d515bb0b.jpg,1.0,under the water
frame_01950_png.rf.d2c35bf4691e995ac387117339e62c4c.jpg,1.0,surface of the water
frame_01950_png.rf.07df261798cfdaf0fc86c1f07be59531.jpg,1.0,surface of the water
frame_01950_png_jpg.rf.12a50f5d089f0dd1ae8a514bc9057a7b.jpg,1.0,surface of the water
frame_01950_png_jpg.rf.94268cb18c2328ad55afc287bd6eef6b.jpg,1.0,surface of the water
frame_01950_png_jpg.rf.a7d4e10a47250131ec1ba31444ce6704.jpg,1.0,surface of the water
frame_01950_png_jpg.rf.cef883ee1c7338690d0ce08ba0fd2846.jpg,1.0,surface of the water
frame_01950_png_jpg.rf.ee1129aedf0c2578cf018ec2c7e60b67.jpg,1.0,under the water
frame_01965_png.rf.3855fe0d48141240f11bf375e78865d8.jpg,1.0,under the water
frame_01965_png_jpg.rf.c3eb0e661f99b51796ccb00c30032096.jpg,1.0,under the water
frame_01975_png_jpg.rf.199758836e79af85954e7bd906459cf4.jpg,1.0,surface of the water
frame_01975_png_jpg.rf.89b50f0df0eb7bf60c2210ecbba94dcb.jpg,2.0,under the water
frame_01980_png.rf.687656303e527dfa802acfe402ca947d.jpg,1.0,under the water
frame_01995_png_jpg.rf.8e1578a56e4b986656527094f44d1a78.jpg,1.0,under the water
frame_01995_png.rf.efa81427568e78facea441a8cf1abb94.jpg,1.0,under the water
frame_02000_png.rf.f43e3e5aa488293fae6e1108dccf9141.jpg,1.0,under the water
frame_02000_png_jpg.rf.e7f6969581e7cf6a782710e50b254929.jpg,1.0,under the water
frame_02000_png_jpg.rf.ec03ca645008a5eab374679b747b13ad.jpg,2.0,under the water
frame_02025_png.rf.b0df5b0d7ade1dd580b6dff2cc04c995.jpg,1.0,under the water
frame_02025_png_jpg.rf.6bafa645a2faa3c5a5501553deb1c484.jpg,2.0,under the water
frame_02050_png_jpg.rf.0a583d1b67757c91fc5f2bfddced83b8.jpg,1.0,under the water
frame_02050_png_jpg.rf.142e5d8a1722f02be18abc2d7cabfc41.jpg,2.0,under the water
frame_02055_png.rf.8a5dc53738206bc62013c2c8d1106a02.jpg,1.0,under the water
frame_02070_png.rf.8856d74d2cfc6af08894f29999b2aa4c.jpg,1.0,under the water
frame_02055_png_jpg.rf.577f788e964d30057771bf4b9b0c74f7.jpg,1.0,under the water
frame_02070_png_jpg.rf.612c134b4768b2f3aefaeca740f04a21.jpg,1.0,under the water
frame_02075_png_jpg.rf.7dfa17393070c6bd040ed9d408ae0abc.jpg,1.0,under the water
frame_02100_png_jpg.rf.2185673b876537e605375299078b21ee.jpg,1.0,surface of the water
frame_02100_png.rf.ec42b0b9a89f32ecbbcbd2638dde3805.jpg,1.0,surface of the water
frame_02100_png_jpg.rf.8d0900418db31afadd9d59be633e8e40.jpg,1.0,surface of the water
frame_02125_png_jpg.rf.4415591078ea4243f41028592e6ad82e.jpg,2.0,under the water
frame_02175_png_jpg.rf.2ff8425089f0c0bbe0478f0834987f3d.jpg,2.0,under the water
frame_02225_png_jpg.rf.48aabcf7519c00ecce405796c61d2a84.jpg,1.0,under the water
frame_02225_png_jpg.rf.0795d1863c96cbe16840019ad2f211b3.jpg,2.0,under the water
frame_02250_png_jpg.rf.3c0c3d1bb268df99a28ed595dcbe20b6.jpg,2.0,under the water
frame_02175_png_jpg.rf.bf3f89343dd2becb1946fbaec939b545.jpg,1.0,under the water
frame_02250_png_jpg.rf.57052553edd27d3ca74ed6a0b4ffe4fa.jpg,1.0,under the water
frame_02275_png_jpg.rf.c0d4c9aa2a931f1da176f49e45303164.jpg,1.0,under the water
frame_02300_png_jpg.rf.bf6e8885004da353bd8b1c57c9818d6d.jpg,2.0,under the water
frame_02375_png_jpg.rf.0eeee4c79dfa42cc387efa4d5339cd11.jpg,1.0,under the water
frame_02350_png_jpg.rf.30d69634d56f22cf9418dfb0844dc32f.jpg,1.0,under the water
frame_02400_png_jpg.rf.6254c2c687138744fd64267b035b3114.jpg,1.0,under the water
frame_02475_png_jpg.rf.4797c0cc0c23ed5892e785159fc7021f.jpg,1.0,under the water
frame_02425_png_jpg.rf.b41a517a2fca2a75ff6b96f3982c1f37.jpg,1.0,under the water
frame_02500_png_jpg.rf.2cdae1f3ac6b97eaf99c2dbbed335aa0.jpg,1.0,under the water
frame_02450_png_jpg.rf.020faf62a9bbdb7955e5f9274645c15f.jpg,1.0,under the water
frame_02525_png_jpg.rf.de9fdfba235dc6d0efd27c3fd2214f5a.jpg,1.0,under the water
frame_02650_png_jpg.rf.5163e7705539a32547ac7fbb25889f8a.jpg,1.0,under the water
frame_02700_png_jpg.rf.ac3a1e9fd3ebabb61b69e1a6dd494ebc.jpg,1.0,under the water
frame_02725_png_jpg.rf.4b23e7a0199a32e01bff2879e605de57.jpg,1.0,under the water
frame_02750_png_jpg.rf.ccb3b5574a62768d378f8f79f45a3502.jpg,1.0,under the water
frame_02825_png_jpg.rf.a49d60a257e087a5ddb1c3043ea7ef51.jpg,1.0,under the water
frame_02775_png_jpg.rf.e1959217fd57206db2056fa8663f405a.jpg,1.0,under the water
frame_02900_png_jpg.rf.ea71da8c0369435684d0ce308e29fab9.jpg,1.0,under the water
frame_03050_png_jpg.rf.46ee0d1a082f94f9bede5117674cdeac.jpg,1.0,under the water
frame_02850_png_jpg.rf.91bca8e926593a111a55c3da7bcea8be.jpg,1.0,under the water
frame_02975_png_jpg.rf.95d516a150fa56102fa9c9fad48b64fd.jpg,1.0,under the water
frame_03075_png_jpg.rf.9d706b573827b34467ad335e718920f7.jpg,1.0,under the water
frame_03100_png_jpg.rf.2eb82d4f79286afd68a5bfa8bae159f4.jpg,1.0,under the water
frame_03125_png_jpg.rf.973398519b732153281a309c2d498628.jpg,1.0,under the water
frame_03175_png_jpg.rf.3f69b2ad6f0f506cf3186cace2df8a4b.jpg,1.0,under the water
frame_03250_png_jpg.rf.fc993d00d947e803be6b6a08e213f9ef.jpg,1.0,under the water
frame_03200_png_jpg.rf.e91e53f60159a2ee283a465c3fe15f17.jpg,1.0,under the water
frame_03275_png_jpg.rf.6b1dd11b43480c62ca849ac7db8e391e.jpg,1.0,under the water
frame_03325_png_jpg.rf.48c3c9a9e3e7df4a69f54b724720dc8a.jpg,1.0,under the water
frame_03350_png_jpg.rf.14299f2d5e1b85d06a3be10f56fe75e1.jpg,1.0,under the water
plastic-1_jpeg.rf.e0bf2a1afdab259578ebfc646029de53.jpg,1.0,surface of the water
plastic-1_jpeg_jpg.rf.bd90d522252946e987b3414ee98e8d39.jpg,1.0,surface of the water
plastic10_png_jpg.rf.aa836e52582d3286c1452bb1848df1a3.jpg,1.0,under the water
plastic10_png.rf.012e9ab6d95ef7839c1e199064f64049.jpg,1.0,under the water
plastic12_png_jpg.rf.249d2bd501a78b2cca83498813721771.jpg,1.0,under the water
plastic13_jpg.rf.3d8bd879dd45ab2fafe6a1902fb187bb.jpg,1.0,under the water
plastic12_png_jpg.rf.4e177276d25002ea6d02d48c67b6becb.jpg,1.0,under the water
plastic14_jpg.rf.af76ceb48f74efbdc5985431c847fd6e.jpg,7.0,under the water
plastic14_jpg.rf.c8fd5e4fb3e6b237a7b85e3ac91421aa.jpg,7.0,under the water
plastic15_jpg.rf.7c22cda7425da34aabf1c992cf9a043e.jpg,1.0,under the water
plastic16_jpg.rf.3c72fa410b1681ff8f1381859920fb87.jpg,1.0,under the water
plastic15_jpg.rf.2dce44e342af91f1ff7eba187f010620.jpg,1.0,under the water
plastic16_jpg.rf.6bb17e846bcd352aa00a19cbfd8dcda5.jpg,1.0,under the water
plastic17_jpg.rf.242de9d931f8aedb11e1b2ebcf995799.jpg,2.0,under the water
plastic17_jpg.rf.07caa04d40d4f7bbc7ef0d9bd5fa0df1.jpg,2.0,under the water
plastic18_jpg.rf.9f4df5aa23e1a0d9116e7420e4f0e095.jpg,1.0,under the water
plastic18_jpg.rf.ee865ea44eacd468fea82168f4b2c678.jpg,1.0,under the water
plastic19_jpg.rf.3d0b8b48f718fa5de8132f52b211f112.jpg,3.0,under the water
plastic19_jpg.rf.9ebad6dad9caad09114e411c19b0c3b9.jpg,3.0,under the water
plastic20_jpg.rf.c73280f22e68c13b2c295c56a8a47f56.jpg,34.0,surface of the water
plastic20_jpg.rf.a89c0d5cf93b937170b5f02b3c23cf7d.jpg,34.0,surface of the water
plastic21_jpg.rf.1b918a70d199b337d91e0aa40dcd2434.jpg,14.0,surface of the water
plastic21_jpg.rf.f82bbd553b25424a00a1960f9cc3908f.jpg,14.0,surface of the water
plastic22_jpg.rf.16568dc714e5b6d6d7bfe3ca0abca4a5.jpg,1.0,under the water
plastic22_jpg.rf.5daa7a7ef851fef9229cd1230269a0c0.jpg,1.0,under the water
plastic22_jpg.rf.c5840e3be46d1b882c94443565964959.jpg,1.0,under the water
plastic2_jpg.rf.49293b0f8dbc8bfce3a0b4f5f1fdb7f1.jpg,1.0,under the water
plastic2_jpg.rf.3897a3a9e9e45edd8a9e3774adfb2e42.jpg,1.0,under the water
plastic2_jpg.rf.8356836a178ebabe587286df63946619.jpg,1.0,under the water
plastic2_new_jpg.rf.6053eda46a2aa866c7fa51ff3d372742.jpg,1.0,surface of the water
plastic4_jpg.rf.512bd57ce1eb453d64bc8fe76f6c720c.jpg,1.0,under the water
plastic4_jpg.rf.83fd60a38acdd268fabc560f89112da9.jpg,1.0,under the water
plastic4_jpg.rf.b4a41ba87c83f49f5904f12750966c87.jpg,1.0,under the water
plastic5_jpg.rf.17aa5db786019f8e478c9aadac0454ac.jpg,1.0,under the water
plastic6_jpg.rf.385e456d968f08bdc5d149dcc7b06c2f.jpg,23.0,under the water
plastic7_jpg.rf.0584f64d8547bd0dd71e43289d981860.jpg,1.0,under the water
plastic6_jpg.rf.47d8e77167051b17421af007bbc20530.jpg,23.0,under the water
plastic8_jpg.rf.424b68cdf5320175747a99249d6d5c4e.jpg,1.0,under the water
plastic8_jpg.rf.c4957c6afe9069785285adeb34e6ea9b.jpg,1.0,under the water
plastic9_png.rf.e71e0c113a1c58a56da9d2e1e38d0e55.jpg,1.0,under the water
plastic9_png_jpg.rf.6bc41c773e46925e1ad3b2b88f9aec76.jpg,1.0,under the water
vid_000025_frame0000009_jpg.rf.86776093118bcafcc3a9f2abbca34112.jpg,1.0,surface of the water
vid_000025_frame0000012_jpg.rf.6fdd909f07ca7a7f2868de7ac1b61ab5.jpg,1.0,surface of the water
vid_000025_frame0000011_jpg.rf.717b1078e9212f65e120b31d7c10a8e6.jpg,1.0,surface of the water
vid_000025_frame0000014_jpg.rf.42d1086326e3b629d094f048615b9d28.jpg,1.0,surface of the water
vid_000025_frame0000016_jpg.rf.fafab2158afe4eec5b68a1501049ed2c.jpg,1.0,surface of the water
vid_000025_frame0000015_jpg.rf.9adb9d23d25a3bb2bd1afe3dbb990a86.jpg,1.0,surface of the water
vid_000025_frame0000018_jpg.rf.e2333103fcc9d824a405918697710c1d.jpg,1.0,surface of the water
vid_000025_frame0000019_jpg.rf.3d794c2ca79e3ce4529160d73ae0673f.jpg,1.0,surface of the water
vid_000029_frame0000013_jpg.rf.162dbad880674bf0aac220795cdd9246.jpg,1.0,surface of the water
vid_000029_frame0000012_jpg.rf.eaee73605b84bca7253f695934ac6c7f.jpg,1.0,surface of the water
vid_000029_frame0000014_jpg.rf.45492232bbfcf10900edcde0344adab2.jpg,1.0,surface of the water
vid_000029_frame0000016_jpg.rf.4052a2e0245c60a032e37aa3a82779fa.jpg,1.0,surface of the water
vid_000029_frame0000017_jpg.rf.ca87c0b62635198031ceef5c09f0a2c5.jpg,1.0,surface of the water
vid_000029_frame0000015_jpg.rf.069ae9d460870ed780e7bd036e2fd02d.jpg,1.0,surface of the water
vid_000029_frame0000018_jpg.rf.c43cf4bd9b8cbaf21d2722e8a439858b.jpg,1.0,surface of the water
vid_000030_frame0000009_jpg.rf.cdbd7fe3329e2a33fdc800927dfd89fe.jpg,1.0,surface of the water
vid_000030_frame0000010_jpg.rf.ad87d619f1867c3d31239cdb9a190d27.jpg,1.0,surface of the water
vid_000030_frame0000013_jpg.rf.3b5bdbb62cf8da3624eb8130bdded1b1.jpg,1.0,surface of the water
vid_000030_frame0000012_jpg.rf.e862a034629aa36ac9319315225e7c9b.jpg,1.0,surface of the water
vid_000030_frame0000016_jpg.rf.2b7536ffb52a84721d0699793f2e315e.jpg,1.0,surface of the water
vid_000030_frame0000017_jpg.rf.e338f3b0bed28b676757600c7d24cf79.jpg,1.0,surface of the water
vid_000030_frame0000019_jpg.rf.27b26328d5f8fac36598087c4f823496.jpg,1.0,surface of the water
vid_000035_frame0000035_jpg.rf.75964d16f33b40a434cd814de8f54620.jpg,1.0,surface of the water
vid_000035_frame0000037_jpg.rf.0628151aa6b222e644d6d9131b34d1f7.jpg,1.0,surface of the water
vid_000030_frame0000020_jpg.rf.e91fc707856a2ca491fc33e4215a5ea5.jpg,1.0,surface of the water
vid_000035_frame0000049_jpg.rf.6177899fcc090486127f6403cdce399f.jpg,1.0,surface of the water
vid_000035_frame0000071_jpg.rf.624907322fd336f4f04e6234f18afe45.jpg,1.0,surface of the water
vid_000035_frame0000073_jpg.rf.ec6c02f45dbe81a61ac1dd3e46b427bf.jpg,1.0,surface of the water
vid_000035_frame0000068_jpg.rf.5e299e2b126b348325a3692e11938050.jpg,1.0,surface of the water
vid_000035_frame0000074_jpg.rf.d7bdbb5a432f9014cf642b893f418fab.jpg,1.0,surface of the water
vid_000036_frame0000006_jpg.rf.f2378107e13b8ef6305cf57eb5e16cc0.jpg,1.0,surface of the water
vid_000035_frame0000084_jpg.rf.fec3a94b4464d9d61424e59bc9bb4668.jpg,1.0,surface of the water
vid_000036_frame0000007_jpg.rf.dd69f55b04d1f7f303e62cd4a29d5472.jpg,1.0,surface of the water
vid_000036_frame0000008_jpg.rf.fa31dba45d806dd494d2ab486faddb96.jpg,1.0,surface of the water
vid_000036_frame0000011_jpg.rf.cda569665cb6f885a86d76a51c2efd42.jpg,1.0,surface of the water
vid_000036_frame0000010_jpg.rf.1d311b8f18c37134d35c4f49fbbcdcbc.jpg,1.0,surface of the water
vid_000036_frame0000012_jpg.rf.1c43fc9bd2daad8e8ef9564dbb7d31d2.jpg,1.0,surface of the water
vid_000036_frame0000016_jpg.rf.b5764e6abd09c2d92956970583d328da.jpg,1.0,surface of the water
vid_000036_frame0000045_jpg.rf.68893e169c4b65163de59d9f90665156.jpg,2.0,surface of the water
vid_000036_frame0000046_jpg.rf.96aae3dd3107762ced3df6024bdac4a5.jpg,2.0,surface of the water
vid_000036_frame0000047_jpg.rf.cfd93850e70fdc03fdd62fb0dbb69d64.jpg,2.0,surface of the water
vid_000036_frame0000049_jpg.rf.a8624a40a0a0efc60e01e4a4413532ad.jpg,1.0,surface of the water
vid_000036_frame0000052_jpg.rf.b77c1522f63d081eb055853207094843.jpg,2.0,surface of the water
vid_000036_frame0000051_jpg.rf.d175aabc0c59d026824aae41bbc0278d.jpg,2.0,surface of the water
vid_000045_frame0000034_jpg.rf.40d1893f0d18e8227fc1e8ab6628d663.jpg,1.0,surface of the water
vid_000036_frame0000053_jpg.rf.8051a1dacdee64ae7485c454ecd63902.jpg,2.0,surface of the water
vid_000045_frame0000035_jpg.rf.04f3b6e1b207c2cadbb227c1d5860045.jpg,1.0,surface of the water
vid_000045_frame0000036_jpg.rf.388e29578a16b008cd63236824da5b80.jpg,1.0,surface of the water
vid_000045_frame0000037_jpg.rf.098b6a7a0356a7dad4d339029f3ec42f.jpg,1.0,surface of the water
vid_000045_frame0000039_jpg.rf.c65d7d0225fbcbe88fe2a4d0dc80f998.jpg,1.0,surface of the water
vid_000045_frame0000038_jpg.rf.cf629d1268c9680c0270de0da7fc3886.jpg,1.0,surface of the water
vid_000045_frame0000041_jpg.rf.ee1626169da4967be148d850cd5b4582.jpg,1.0,under the water
vid_000045_frame0000045_jpg.rf.8b8cbb701408b0321b6d0852f570b1b2.jpg,1.0,surface of the water
vid_000047_frame0000009_jpg.rf.a724efb370857b9fa87dc04c285c28e4.jpg,1.0,surface of the water
vid_000047_frame0000007_jpg.rf.e0c46c5e9e33ba60e6bee03377f1a016.jpg,1.0,surface of the water
vid_000047_frame0000010_jpg.rf.e00fb124ae9431523cfaef5f397901a6.jpg,1.0,surface of the water
vid_000047_frame0000011_jpg.rf.1406c3be0d69582daeb349175e6ac14e.jpg,1.0,surface of the water
vid_000047_frame0000013_jpg.rf.a983e76007072cb2af9c1db9f0936af2.jpg,1.0,surface of the water
vid_000047_frame0000014_jpg.rf.b2f50d1b5ebdb4726e219e2661b3861d.jpg,1.0,surface of the water
vid_000047_frame0000015_jpg.rf.c711fea835283c3beb72793de192a0d0.jpg,1.0,surface of the water
vid_000047_frame0000016_jpg.rf.23cd3432669d6f2d3a3c84c9445d66c9.jpg,1.0,surface of the water
vid_000047_frame0000017_jpg.rf.9b674928af93157890de4b2df9497f7e.jpg,1.0,surface of the water
vid_000047_frame0000018_jpg.rf.fc539f9ae88ea0cf66da9ac29f73a7e8.jpg,1.0,surface of the water
